gene_id,gene_name,gene_biotype,description,transcript_id,chrom,start,end,strand,TPU.length,ARE.cts
ENSMUSG00000003134,Tbc1d8,protein_coding,"TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]",ENSMUST00000054462,1,39371492,39372348,-,857,2
ENSMUSG00000003135,Cnot11,protein_coding,"CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]",ENSMUST00000161515,1,39545267,39546889,+,1623,9
ENSMUSG00000048234,Rnf149,protein_coding,ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438],ENSMUST00000062525,1,39551296,39552471,-,1176,7
ENSMUSG00000050967,Creg2,protein_coding,cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333],ENSMUST00000053355,1,39618406,39623095,-,4690,11
ENSMUSG00000057173,Rfx8,protein_coding,regulatory factor X 8 [Source:MGI Symbol;Acc:MGI:3588206],ENSMUST00000151913,1,39665301,39665462,-,162,0
ENSMUSG00000091937,Gm3646,protein_coding,predicted gene 3646 [Source:MGI Symbol;Acc:MGI:3781822],ENSMUST00000171319,1,39804148,39804182,-,35,0
ENSMUSG00000026074,Map4k4,protein_coding,mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394],ENSMUST00000168431,1,40024713,40026310,+,1598,4
ENSMUSG00000026073,Il1r2,protein_coding,"interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]",ENSMUST00000027243,1,40125208,40125231,+,24,0
ENSMUSG00000026072,Il1r1,protein_coding,"interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]",ENSMUST00000027241,1,40313394,40317257,+,3864,14
ENSMUSG00000070942,Il1rl2,protein_coding,interleukin 1 receptor-like 2 [Source:MGI Symbol;Acc:MGI:1913107],ENSMUST00000194296,1,40365446,40367562,+,2117,5
ENSMUSG00000026069,Il1rl1,protein_coding,interleukin 1 receptor-like 1 [Source:MGI Symbol;Acc:MGI:98427],ENSMUST00000097772,1,40462170,40465415,+,3246,5
ENSMUSG00000026070,Il18r1,protein_coding,interleukin 18 receptor 1 [Source:MGI Symbol;Acc:MGI:105383],ENSMUST00000108044,1,40498691,40500854,+,2164,4
ENSMUSG00000026068,Il18rap,protein_coding,interleukin 18 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1338888],ENSMUST00000027237,1,40549089,40551705,+,2617,5
ENSMUSG00000026065,Slc9a4,protein_coding,"solute carrier family 9 (sodium/hydrogen exchanger), member 4 [Source:MGI Symbol;Acc:MGI:105074]",ENSMUST00000027233,1,40629593,40630725,+,1133,6
ENSMUSG00000026062,Slc9a2,protein_coding,"solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:MGI Symbol;Acc:MGI:105075]",ENSMUST00000027231,1,40768000,40769273,+,1274,8
ENSMUSG00000041945,Mfsd9,protein_coding,major facilitator superfamily domain containing 9 [Source:MGI Symbol;Acc:MGI:2443548],ENSMUST00000039672,1,40772038,40773752,-,1715,5
ENSMUSG00000079588,Tmem182,protein_coding,transmembrane protein 182 [Source:MGI Symbol;Acc:MGI:1923725],ENSMUST00000114765,1,40855017,40856887,+,1871,9
ENSMUSG00000045515,Pou3f3,protein_coding,"POU domain, class 3, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102564]",ENSMUST00000054883,1,42698640,42703176,+,4537,18
ENSMUSG00000060679,Mrps9,protein_coding,mitochondrial ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1916777],ENSMUST00000057208,1,42905497,42905682,+,186,1
ENSMUSG00000041907,Gpr45,protein_coding,G protein-coupled receptor 45 [Source:MGI Symbol;Acc:MGI:2135882],ENSMUST00000179766,1,43033321,43035456,+,2136,4
ENSMUSG00000070939,Tgfbrap1,protein_coding,"transforming growth factor, beta receptor associated protein 1 [Source:MGI Symbol;Acc:MGI:2447427]",ENSMUST00000095014,1,43047200,43049658,-,2459,2
ENSMUSG00000010290,AI597479,protein_coding,expressed sequence AI597479 [Source:MGI Symbol;Acc:MGI:2138299],ENSMUST00000010434,1,43113243,43115947,+,2705,9
ENSMUSG00000008136,Fhl2,protein_coding,four and a half LIM domains 2 [Source:MGI Symbol;Acc:MGI:1338762],ENSMUST00000008280,1,43123074,43123513,-,440,2
ENSMUSG00000066877,Nck2,protein_coding,non-catalytic region of tyrosine kinase adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1306821],ENSMUST00000086421,1,43569343,43570515,+,1173,1
ENSMUSG00000026051,1500015O10Rik,protein_coding,ECRG4 augurin precursor [Source:MGI Symbol;Acc:MGI:1926146],ENSMUST00000027217,1,43742407,43742578,+,172,1
ENSMUSG00000057363,Uxs1,protein_coding,UDP-glucuronate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:1915133],ENSMUST00000126008,1,43746966,43750230,-,3265,12
ENSMUSG00000041763,Tpp2,protein_coding,tripeptidyl peptidase II [Source:MGI Symbol;Acc:MGI:102724],ENSMUST00000190207,1,44001478,44003000,+,1523,9
ENSMUSG00000047343,Mettl21c,protein_coding,methyltransferase like 21C [Source:MGI Symbol;Acc:MGI:3611450],ENSMUST00000061421,1,44009408,44009638,-,231,0
ENSMUSG00000026049,Tex30,protein_coding,testis expressed 30 [Source:MGI Symbol;Acc:MGI:1922873],ENSMUST00000027215,1,44086613,44086889,-,277,1
ENSMUSG00000026047,Kdelc1,protein_coding,protein O-glucosyltransferase 2 [Source:MGI Symbol;Acc:MGI:1919300],ENSMUST00000065767,1,44106546,44107086,-,541,5
ENSMUSG00000041684,Bivm,protein_coding,"basic, immunoglobulin-like variable motif containing [Source:MGI Symbol;Acc:MGI:2179809]",ENSMUST00000114709,1,44143143,44144770,+,1628,6
ENSMUSG00000026048,Ercc5,protein_coding,"excision repair cross-complementing rodent repair deficiency, complementation group 5 [Source:MGI Symbol;Acc:MGI:103582]",ENSMUST00000027214,1,44181083,44181260,+,178,2
ENSMUSG00000046828,Mettl21e,protein_coding,methyltransferase like 21E [Source:MGI Symbol;Acc:MGI:2685837],ENSMUST00000054801,1,44204070,44206349,-,2280,3
ENSMUSG00000056870,Gulp1,protein_coding,"GULP, engulfment adaptor PTB domain containing 1 [Source:MGI Symbol;Acc:MGI:1920407]",ENSMUST00000162600,1,44794972,44796825,+,1854,17
ENSMUSG00000026043,Col3a1,protein_coding,"collagen, type III, alpha 1 [Source:MGI Symbol;Acc:MGI:88453]",ENSMUST00000087883,1,45348748,45349706,+,959,2
ENSMUSG00000026042,Col5a2,protein_coding,"collagen, type V, alpha 2 [Source:MGI Symbol;Acc:MGI:88458]",ENSMUST00000086430,1,45374321,45376083,-,1763,8
ENSMUSG00000025995,Wdr75,protein_coding,WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924],ENSMUST00000186651,1,45823359,45823616,+,258,2
ENSMUSG00000025993,Slc40a1,protein_coding,"solute carrier family 40 (iron-regulated transporter), member 1 [Source:MGI Symbol;Acc:MGI:1315204]",ENSMUST00000027137,1,45908068,45909405,-,1338,4
ENSMUSG00000041144,Dnah7b,protein_coding,"dynein, axonemal, heavy chain 7B [Source:MGI Symbol;Acc:MGI:2684953]",ENSMUST00000069293,1,46373440,46373546,+,107,1
ENSMUSG00000101337,Dnah7c,protein_coding,"dynein, axonemal, heavy chain 7C [Source:MGI Symbol;Acc:MGI:3639762]",ENSMUST00000189749,1,46807366,46807476,+,111,1
ENSMUSG00000025986,Slc39a10,protein_coding,"solute carrier family 39 (zinc transporter), member 10 [Source:MGI Symbol;Acc:MGI:1914515]",ENSMUST00000027131,1,46807544,46809952,-,2409,16
ENSMUSG00000026109,Tmeff2,protein_coding,transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:MGI Symbol;Acc:MGI:1861735],ENSMUST00000081851,1,51185482,51187270,+,1789,8
ENSMUSG00000045954,Cavin2,protein_coding,caveolae associated 2 [Source:MGI Symbol;Acc:MGI:99513],ENSMUST00000051572,1,51301423,51302960,+,1538,7
ENSMUSG00000026107,Nabp1,protein_coding,nucleic acid binding protein 1 [Source:MGI Symbol;Acc:MGI:1923258],ENSMUST00000027279,1,51469488,51471244,-,1757,9
ENSMUSG00000018417,Myo1b,protein_coding,myosin IB [Source:MGI Symbol;Acc:MGI:107752],ENSMUST00000046390,1,51749765,51751172,-,1408,7
ENSMUSG00000062939,Stat4,protein_coding,signal transducer and activator of transcription 4 [Source:MGI Symbol;Acc:MGI:103062],ENSMUST00000168302,1,52106937,52107189,+,253,1
ENSMUSG00000026104,Stat1,protein_coding,signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063],ENSMUST00000070968,1,52159298,52161865,+,2568,8
ENSMUSG00000026103,Gls,protein_coding,glutaminase [Source:MGI Symbol;Acc:MGI:95752],ENSMUST00000114510,1,52184104,52187647,-,3544,30
ENSMUSG00000002881,Nab1,protein_coding,Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564],ENSMUST00000186764,1,52457294,52459217,-,1924,11
ENSMUSG00000043015,Nemp2,protein_coding,nuclear envelope integral membrane protein 2 [Source:MGI Symbol;Acc:MGI:2444113],ENSMUST00000165859,1,52649845,52651919,+,2075,4
ENSMUSG00000041439,Mfsd6,protein_coding,major facilitator superfamily domain containing 6 [Source:MGI Symbol;Acc:MGI:1922925],ENSMUST00000156876,1,52656286,52658341,-,2056,9
ENSMUSG00000026102,Inpp1,protein_coding,inositol polyphosphate-1-phosphatase [Source:MGI Symbol;Acc:MGI:104848],ENSMUST00000027271,1,52785427,52789667,-,4241,7
ENSMUSG00000041426,Hibch,protein_coding,3-hydroxyisobutyryl-Coenzyme A hydrolase [Source:MGI Symbol;Acc:MGI:1923792],ENSMUST00000159352,1,52920311,52920981,+,671,1
ENSMUSG00000043629,1700019D03Rik,protein_coding,RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330],ENSMUST00000050567,1,52922324,52925246,-,2923,9
ENSMUSG00000026100,Mstn,protein_coding,myostatin [Source:MGI Symbol;Acc:MGI:95691],ENSMUST00000191197,1,53066264,53068045,+,1782,11
ENSMUSG00000060715,1700019A02Rik,protein_coding,RIKEN cDNA 1700019A02 gene [Source:MGI Symbol;Acc:MGI:1916647],ENSMUST00000072235,1,53158577,53158746,-,170,1
ENSMUSG00000026098,Pms1,protein_coding,"PMS1 homolog 1, mismatch repair system component [Source:MGI Symbol;Acc:MGI:1202302]",ENSMUST00000027267,1,53189187,53189333,-,147,0
ENSMUSG00000026097,Ormdl1,protein_coding,ORM1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2181669],ENSMUST00000027266,1,53308963,53310309,+,1347,5
ENSMUSG00000026096,Osgepl1,protein_coding,O-sialoglycoprotein endopeptidase-like 1 [Source:MGI Symbol;Acc:MGI:1919335],ENSMUST00000114484,1,53323246,53324064,+,819,4
ENSMUSG00000026095,Asnsd1,protein_coding,asparagine synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1917646],ENSMUST00000027264,1,53344617,53344729,-,113,0
ENSMUSG00000096141,Dnah7a,protein_coding,"dynein, axonemal, heavy chain 7A [Source:MGI Symbol;Acc:MGI:2685838]",ENSMUST00000094964,1,53397006,53397106,-,101,1
ENSMUSG00000026094,Stk17b,protein_coding,serine/threonine kinase 17b (apoptosis-inducing) [Source:MGI Symbol;Acc:MGI:2138162],ENSMUST00000027263,1,53755506,53757487,-,1982,10
ENSMUSG00000042807,Hecw2,protein_coding,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2685817]",ENSMUST00000120904,1,53806876,53813221,-,6346,35
ENSMUSG00000025983,Ccdc150,protein_coding,coiled-coil domain containing 150 [Source:MGI Symbol;Acc:MGI:1925266],ENSMUST00000027128,1,54368400,54368727,+,328,2
ENSMUSG00000041303,Gtf3c3,protein_coding,"general transcription factor IIIC, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2138383]",ENSMUST00000041638,1,54396004,54397879,-,1876,8
ENSMUSG00000073678,Pgap1,protein_coding,post-GPI attachment to proteins 1 [Source:MGI Symbol;Acc:MGI:2443342],ENSMUST00000097739,1,54472994,54480705,-,7712,32
ENSMUSG00000052331,Ankrd44,protein_coding,ankyrin repeat domain 44 [Source:MGI Symbol;Acc:MGI:3045243],ENSMUST00000179030,1,54645340,54648276,-,2937,10
ENSMUSG00000025982,Sf3b1,protein_coding,"splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]",ENSMUST00000027127,1,54985169,54987333,-,2165,6
ENSMUSG00000025981,Coq10b,protein_coding,coenzyme Q10B [Source:MGI Symbol;Acc:MGI:1915126],ENSMUST00000027125,1,55071804,55072702,+,899,5
ENSMUSG00000025980,Hspd1,protein_coding,heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242],ENSMUST00000027123,1,55077835,55078287,-,453,1
ENSMUSG00000073676,Hspe1,protein_coding,heat shock protein 1 (chaperonin 10) [Source:MGI Symbol;Acc:MGI:104680],ENSMUST00000075242,1,55091121,55091307,+,187,0
ENSMUSG00000025979,Mob4,protein_coding,"MOB family member 4, phocein [Source:MGI Symbol;Acc:MGI:104899]",ENSMUST00000162364,1,55152807,55154899,+,2093,16
ENSMUSG00000025978,Rftn2,protein_coding,raftlin family member 2 [Source:MGI Symbol;Acc:MGI:1921263],ENSMUST00000027121,1,55170159,55171809,-,1651,5
ENSMUSG00000046994,Mars2,protein_coding,methionine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2444136],ENSMUST00000061334,1,55239001,55248470,+,9470,44
ENSMUSG00000025977,Boll,protein_coding,"boule homolog, RNA binding protein [Source:MGI Symbol;Acc:MGI:1922638]",ENSMUST00000173983,1,55268856,55270641,-,1786,12
ENSMUSG00000038349,Plcl1,protein_coding,phospholipase C-like 1 [Source:MGI Symbol;Acc:MGI:3036262],ENSMUST00000042986,1,55751464,55754285,+,2822,27
ENSMUSG00000045336,Hsfy2,protein_coding,"heat shock transcription factor, Y-linked 2 [Source:MGI Symbol;Acc:MGI:1918316]",ENSMUST00000062085,1,56636044,56636197,-,154,0
ENSMUSG00000038331,Satb2,protein_coding,special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336],ENSMUST00000042857,1,56793981,56796782,-,2802,10
ENSMUSG00000038323,1700066M21Rik,protein_coding,RIKEN cDNA 1700066M21 gene [Source:MGI Symbol;Acc:MGI:1920717],ENSMUST00000042734,1,57383565,57385423,+,1859,7
ENSMUSG00000048495,Tyw5,protein_coding,tRNA-yW synthesizing protein 5 [Source:MGI Symbol;Acc:MGI:1915986],ENSMUST00000162686,1,57388237,57388495,-,259,2
ENSMUSG00000025971,Maip1,protein_coding,matrix AAA peptidase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1915365],ENSMUST00000027114,1,57415735,57417953,+,2219,1
ENSMUSG00000038305,Spats2l,protein_coding,"spermatogenesis associated, serine-rich 2-like [Source:MGI Symbol;Acc:MGI:1914448]",ENSMUST00000167085,1,57946464,57948394,+,1931,7
ENSMUSG00000054770,Kctd18,protein_coding,potassium channel tetramerisation domain containing 18 [Source:MGI Symbol;Acc:MGI:3603813],ENSMUST00000164963,1,57955101,57956327,-,1227,7
ENSMUSG00000026039,Sgo2a,protein_coding,shugoshin 2A [Source:MGI Symbol;Acc:MGI:1098767],ENSMUST00000027202,1,58024800,58025899,+,1100,9
ENSMUSG00000063558,Aox1,protein_coding,aldehyde oxidase 1 [Source:MGI Symbol;Acc:MGI:88035],ENSMUST00000001027,1,58106079,58106413,+,335,2
ENSMUSG00000064294,Aox3,protein_coding,aldehyde oxidase 3 [Source:MGI Symbol;Acc:MGI:1918974],ENSMUST00000162011,1,58138441,58139122,+,682,0
ENSMUSG00000038242,Aox4,protein_coding,aldehyde oxidase 4 [Source:MGI Symbol;Acc:MGI:1919122],ENSMUST00000040442,1,58267814,58268597,+,784,3
ENSMUSG00000079554,Aox2,protein_coding,aldehyde oxidase 2 [Source:MGI Symbol;Acc:MGI:3529596],ENSMUST00000114366,1,58378641,58380259,+,1619,2
ENSMUSG00000051223,Bzw1,protein_coding,basic leucine zipper and W2 domains 1 [Source:MGI Symbol;Acc:MGI:1914132],ENSMUST00000050552,1,58405067,58407353,+,2287,9
ENSMUSG00000026034,Clk1,protein_coding,CDC-like kinase 1 [Source:MGI Symbol;Acc:MGI:107403],ENSMUST00000034868,1,58412000,58412196,-,197,2
ENSMUSG00000026035,Ppil3,protein_coding,peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475],ENSMUST00000114345,1,58433787,58434326,-,540,0
ENSMUSG00000026036,Nif3l1,protein_coding,Ngg1 interacting factor 3-like 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:1929485],ENSMUST00000087521,1,58461326,58463456,+,2131,4
ENSMUSG00000026037,Orc2,protein_coding,"origin recognition complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1328306]",ENSMUST00000027198,1,58462771,58464203,-,1433,6
ENSMUSG00000038174,Fam126b,protein_coding,"family with sequence similarity 126, member B [Source:MGI Symbol;Acc:MGI:1098784]",ENSMUST00000161600,1,58522806,58529657,-,6852,41
ENSMUSG00000026032,Ndufb3,protein_coding,NADH:ubiquinone oxidoreductase subunit B3 [Source:MGI Symbol;Acc:MGI:1913745],ENSMUST00000027193,1,58595806,58595964,+,159,0
ENSMUSG00000047528,Als2cr12,protein_coding,flagellum associated containing coiled-coil domains 1 [Source:MGI Symbol;Acc:MGI:1918359],ENSMUST00000055313,1,58658120,58658423,-,304,0
ENSMUSG00000026031,Cflar,protein_coding,CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166],ENSMUST00000114313,1,58753923,58758884,+,4962,15
ENSMUSG00000026029,Casp8,protein_coding,caspase 8 [Source:MGI Symbol;Acc:MGI:1261423],ENSMUST00000027189,1,58846755,58847503,+,749,0
ENSMUSG00000026028,Trak2,protein_coding,"trafficking protein, kinesin binding 2 [Source:MGI Symbol;Acc:MGI:1918077]",ENSMUST00000027186,1,58900449,58903503,-,3055,10
ENSMUSG00000026027,Stradb,protein_coding,STE20-related kinase adaptor beta [Source:MGI Symbol;Acc:MGI:2144047],ENSMUST00000027185,1,58994437,58995715,+,1279,4
ENSMUSG00000072295,C2cd6,protein_coding,C2 calcium dependent domain containing 6 [Source:MGI Symbol;Acc:MGI:1920713],ENSMUST00000097080,1,59050506,59050922,-,417,2
ENSMUSG00000038079,Tmem237,protein_coding,transmembrane protein 237 [Source:MGI Symbol;Acc:MGI:2138365],ENSMUST00000094917,1,59100590,59101136,-,547,6
ENSMUSG00000079550,Mpp4,protein_coding,"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4) [Source:MGI Symbol;Acc:MGI:2386681]",ENSMUST00000191200,1,59120935,59121252,-,318,1
ENSMUSG00000026024,Als2,protein_coding,alsin Rho guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1921268],ENSMUST00000027178,1,59162926,59164176,-,1251,0
ENSMUSG00000026023,Cdk15,protein_coding,cyclin-dependent kinase 15 [Source:MGI Symbol;Acc:MGI:3583944],ENSMUST00000160662,1,59352270,59352993,+,724,1
ENSMUSG00000041075,Fzd7,protein_coding,frizzled class receptor 7 [Source:MGI Symbol;Acc:MGI:108570],ENSMUST00000114246,1,59484679,59486955,+,2277,5
ENSMUSG00000047361,Gm973,protein_coding,predicted gene 973 [Source:MGI Symbol;Acc:MGI:2685819],ENSMUST00000114243,1,59634263,59634509,+,247,0
ENSMUSG00000026021,Sumo1,protein_coding,small ubiquitin-like modifier 1 [Source:MGI Symbol;Acc:MGI:1197010],ENSMUST00000091374,1,59639434,59640199,-,766,0
ENSMUSG00000026020,Nop58,protein_coding,NOP58 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1933184],ENSMUST00000191142,1,59711322,59719044,+,7723,21
ENSMUSG00000067336,Bmpr2,protein_coding,"bone morphogenetic protein receptor, type II (serine/threonine kinase) [Source:MGI Symbol;Acc:MGI:1095407]",ENSMUST00000087435,1,59870486,59879014,+,8529,46
ENSMUSG00000041040,Fam117b,protein_coding,"family with sequence similarity 117, member B [Source:MGI Symbol;Acc:MGI:1920000]",ENSMUST00000036540,1,59981728,59985346,+,3619,12
ENSMUSG00000026018,Ica1l,protein_coding,islet cell autoantigen 1-like [Source:MGI Symbol;Acc:MGI:1917625],ENSMUST00000027172,1,59989068,59991123,-,2056,11
ENSMUSG00000026019,Wdr12,protein_coding,WD repeat domain 12 [Source:MGI Symbol;Acc:MGI:1927241],ENSMUST00000027173,1,60069785,60078163,-,8379,39
ENSMUSG00000026017,Carf,protein_coding,calcium response factor [Source:MGI Symbol;Acc:MGI:2182269],ENSMUST00000187978,1,60150688,60153953,+,3266,24
ENSMUSG00000073664,Nbeal1,protein_coding,neurobeachin like 1 [Source:MGI Symbol;Acc:MGI:2444343],ENSMUST00000160834,1,60330993,60338328,+,7336,41
ENSMUSG00000049439,Cyp20a1,protein_coding,"cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1925201]",ENSMUST00000060608,1,60387290,60388060,+,771,0
ENSMUSG00000026782,Abi2,protein_coding,abl-interactor 2 [Source:MGI Symbol;Acc:MGI:106913],ENSMUST00000052332,1,60476916,60481158,+,4243,17
ENSMUSG00000026014,Raph1,protein_coding,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924550],ENSMUST00000140485,1,60482292,60488299,-,6008,19
ENSMUSG00000026012,Cd28,protein_coding,CD28 antigen [Source:MGI Symbol;Acc:MGI:88327],ENSMUST00000027165,1,60769786,60773359,+,3574,11
ENSMUSG00000026011,Ctla4,protein_coding,cytotoxic T-lymphocyte-associated protein 4 [Source:MGI Symbol;Acc:MGI:88556],ENSMUST00000027164,1,60914718,60915832,+,1115,9
ENSMUSG00000026009,Icos,protein_coding,inducible T cell co-stimulator [Source:MGI Symbol;Acc:MGI:1858745],ENSMUST00000102827,1,60997715,61000320,+,2606,2
ENSMUSG00000052062,Pard3b,protein_coding,par-3 family cell polarity regulator beta [Source:MGI Symbol;Acc:MGI:1919301],ENSMUST00000075374,1,62637924,62642284,+,4361,7
ENSMUSG00000025969,Nrp2,protein_coding,neuropilin 2 [Source:MGI Symbol;Acc:MGI:1100492],ENSMUST00000114155,1,62795990,62799314,+,3325,4
ENSMUSG00000040865,Ino80d,protein_coding,INO80 complex subunit D [Source:MGI Symbol;Acc:MGI:3027003],ENSMUST00000097718,1,63047801,63057982,-,10182,49
ENSMUSG00000025968,Ndufs1,protein_coding,NADH:ubiquinone oxidoreductase core subunit S1 [Source:MGI Symbol;Acc:MGI:2443241],ENSMUST00000027111,1,63143596,63143830,-,235,1
ENSMUSG00000025967,Eef1b2,protein_coding,eukaryotic translation elongation factor 1 beta 2 [Source:MGI Symbol;Acc:MGI:1929520],ENSMUST00000129339,1,63179613,63180486,+,874,2
ENSMUSG00000046856,Gpr1,protein_coding,G protein-coupled receptor 1 [Source:MGI Symbol;Acc:MGI:2385324],ENSMUST00000050536,1,63182691,63183012,-,322,3
ENSMUSG00000027520,Zdbf2,protein_coding,"zinc finger, DBF-type containing 2 [Source:MGI Symbol;Acc:MGI:1921134]",ENSMUST00000114132,1,63309946,63314576,+,4631,33
ENSMUSG00000025964,Adam23,protein_coding,a disintegrin and metallopeptidase domain 23 [Source:MGI Symbol;Acc:MGI:1345162],ENSMUST00000087374,1,63592657,63596276,+,3620,4
